-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 08/01/2018 through 03/24/2019 
Location: Latitude  41.3963   Longitude 2.1748 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 302.35 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS10M,QV2M,PRECTOTCORR,T2M
2018,11,19,7,96.85,4.81,7.32,0.01,10.24
2018,11,19,8,96.83,5.71,7.51,0.02,11.09
2018,11,19,9,96.81,6.43,7.45,0.04,11.59
2018,11,19,10,96.77,6.78,7.2,0.07,12.04
2018,11,19,11,96.71,6.67,7.02,0.09,12.41
2018,11,19,12,96.63,6.19,6.84,0.07,12.67
2018,11,19,13,96.57,5.6,6.65,0.07,12.61
2018,11,19,14,96.54,4.93,6.59,0.04,12.38
2018,11,19,15,96.52,4.04,6.53,0.03,11.86
2018,11,19,16,96.51,2.6,6.84,0.05,10.46
2018,11,19,17,96.53,2.35,6.71,0.1,9.57
2018,11,19,18,96.55,2.16,6.59,0.08,9.22
2018,11,19,19,96.56,2.02,6.47,0.12,8.9
2018,11,19,20,96.56,1.78,6.47,0.13,8.86
2018,11,19,21,96.56,1.59,6.47,0.11,8.9
2018,11,19,22,96.56,1.4,6.41,0.08,8.88
2018,11,19,23,96.54,1.27,6.23,0.03,8.73
2018,11,20,0,96.53,1.3,6.23,0.02,8.57
2018,11,20,1,96.5,1.73,6.29,0.02,8.4
2018,11,20,2,96.49,2.34,6.41,0.02,8.19
2018,11,20,3,96.46,2.79,6.53,0.04,8.09
2018,11,20,4,96.47,2.99,6.71,0.05,8.16
2018,11,20,5,96.48,3.09,6.96,0.09,8.44
2018,11,20,6,96.5,3.12,7.26,0.16,9.18
2018,11,20,7,96.52,3.28,7.63,0.28,10.14
2018,11,20,8,96.55,3.91,8.06,0.39,11.11
2018,11,20,9,96.58,4.62,8.42,0.48,11.83
2018,11,20,10,96.59,4.85,8.54,0.63,12.36
2018,11,20,11,96.55,5.05,8.73,0.65,13.01
2018,11,20,12,96.5,5.33,8.85,0.44,13.6
2018,11,20,13,96.45,5.31,8.85,0.2,13.95
2018,11,20,14,96.44,4.94,8.79,0.09,14.06
2018,11,20,15,96.44,4.34,8.73,0.08,13.82
2018,11,20,16,96.47,3.72,8.3,0.1,11.69
2018,11,20,17,96.53,4.01,8.12,0.12,10.69
2018,11,20,18,96.59,4.09,8.12,0.44,10.56
2018,11,20,19,96.64,4.09,8.24,0.49,10.69
2018,11,20,20,96.7,3.81,8.42,0.5,10.97
2018,11,20,21,96.74,3.43,8.24,0.28,10.64
2018,11,20,22,96.78,3.35,7.75,0.06,9.7
2018,11,20,23,96.83,3.64,7.32,0.02,8.95
2018,11,21,0,96.86,3.94,6.9,0.0,7.93
2018,11,21,1,96.91,3.86,6.53,0.0,7.09
2018,11,21,2,96.97,3.67,6.23,0.0,6.42
2018,11,21,3,97.03,3.43,5.98,0.0,6.05
2018,11,21,4,97.1,3.17,5.92,0.0,6.03
2018,11,21,5,97.18,3.02,5.8,0.0,6.07
2018,11,21,6,97.27,2.97,5.74,0.0,6.1
2018,11,21,7,97.35,2.89,5.86,0.0,6.7
2018,11,21,8,97.44,3.14,6.59,0.0,9.48
2018,11,21,9,97.51,3.89,6.77,0.0,10.75
2018,11,21,10,97.55,4.17,6.9,0.0,12.12
2018,11,21,11,97.56,5.09,6.65,0.0,14.05
2018,11,21,12,97.53,5.41,6.35,0.0,14.99
2018,11,21,13,97.53,5.42,6.16,0.0,15.33
2018,11,21,14,97.54,5.35,6.1,0.0,15.12
2018,11,21,15,97.59,4.43,6.47,0.0,14.05
2018,11,21,16,97.67,3.42,6.65,0.0,11.2
2018,11,21,17,97.74,3.28,6.47,0.0,9.93
2018,11,21,18,97.8,2.94,6.35,0.0,9.55
2018,11,21,19,97.86,2.6,6.29,0.0,9.26
2018,11,21,20,97.89,2.36,6.29,0.0,8.95
2018,11,21,21,97.92,2.31,6.23,0.0,8.51
2018,11,21,22,97.94,2.35,6.23,0.0,8.14
2018,11,21,23,97.95,2.39,6.23,0.0,7.86
2018,11,22,0,97.94,2.48,6.16,0.0,7.6
2018,11,22,1,97.95,2.63,6.04,0.0,7.36
2018,11,22,2,97.96,2.76,5.86,0.0,7.24
2018,11,22,3,97.97,2.86,5.74,0.0,7.12
2018,11,22,4,97.97,2.82,5.62,0.0,7.24
2018,11,22,5,97.98,2.77,5.55,0.0,7.4
2018,11,22,6,98.0,2.55,5.49,0.0,7.7
2018,11,22,7,98.05,2.36,5.55,0.0,8.17
2018,11,22,8,98.08,2.06,6.16,0.0,9.46
2018,11,22,9,98.11,1.7,6.41,0.0,11.17
2018,11,22,10,98.14,1.53,5.92,0.0,12.25
2018,11,22,11,98.13,1.05,5.8,0.0,13.15
2018,11,22,12,98.07,1.04,5.55,0.0,14.44
2018,11,22,13,98.03,1.19,5.43,0.0,15.06
2018,11,22,14,98.02,1.59,5.37,0.0,15.33
2018,11,22,15,98.02,1.39,6.41,0.0,14.37
2018,11,22,16,98.0,1.19,5.86,0.0,13.09
2018,11,22,17,98.02,0.89,5.55,0.0,12.93
2018,11,22,18,98.04,0.72,5.43,0.0,13.04
2018,11,22,19,98.05,0.53,5.43,0.0,12.95
2018,11,22,20,98.05,0.09,5.49,0.0,12.63
2018,11,22,21,98.04,0.49,5.55,0.0,11.93
2018,11,22,22,98.02,0.92,5.62,0.0,11.38
2018,11,22,23,98.0,1.18,5.62,0.0,10.94
2018,11,23,0,97.96,1.4,5.62,0.0,10.58
2018,11,23,1,97.93,1.54,5.55,0.01,10.25
2018,11,23,2,97.9,1.49,5.49,0.01,10.07
2018,11,23,3,97.86,1.4,5.49,0.01,10.12
2018,11,23,4,97.82,1.54,5.68,0.01,9.99
2018,11,23,5,97.78,1.88,5.92,0.04,9.83
2018,11,23,6,97.78,1.97,6.23,0.43,9.82
2018,11,23,7,97.8,1.52,6.65,0.87,10.33
2018,11,23,8,97.83,0.73,7.26,0.66,11.02
2018,11,23,9,97.81,0.58,7.57,0.43,11.24
2018,11,23,10,97.78,1.71,7.69,0.35,11.65
2018,11,23,11,97.72,2.6,7.69,0.39,12.05
2018,11,23,12,97.64,3.35,7.57,0.37,12.36
2018,11,23,13,97.59,4.02,7.32,0.25,12.33
2018,11,23,14,97.56,4.16,7.14,0.11,12.18
2018,11,23,15,97.57,3.75,7.14,0.02,11.7
2018,11,23,16,97.61,3.6,6.9,0.0,9.82
2018,11,23,17,97.67,4.33,6.65,0.0,8.57
2018,11,23,18,97.72,4.84,6.53,0.0,8.07
2018,11,23,19,97.77,5.08,6.35,0.0,7.55
2018,11,23,20,97.8,5.12,6.1,0.0,7.01
2018,11,23,21,97.83,5.0,5.92,0.0,6.44
2018,11,23,22,97.86,4.8,5.68,0.0,5.88
2018,11,23,23,97.87,4.5,5.43,0.0,5.37
2018,11,24,0,97.87,4.32,5.25,0.0,4.98
2018,11,24,1,97.85,4.14,5.0,0.0,4.59
2018,11,24,2,97.85,3.87,4.76,0.0,4.22
2018,11,24,3,97.85,3.46,4.58,0.0,4.07
2018,11,24,4,97.86,3.14,4.39,0.0,4.24
2018,11,24,5,97.87,3.13,4.33,0.0,4.25
2018,11,24,6,97.88,3.15,4.33,0.0,4.23
2018,11,24,7,97.92,3.01,4.46,0.0,4.86
2018,11,24,8,97.95,2.69,5.19,0.0,7.92
2018,11,24,9,97.98,2.26,4.76,0.0,10.21
2018,11,24,10,98.01,2.19,5.13,0.0,12.47
2018,11,24,11,97.97,2.85,5.19,0.0,13.72
2018,11,24,12,97.89,3.54,5.19,0.0,14.39
2018,11,24,13,97.83,3.99,5.19,0.0,14.51
2018,11,24,14,97.78,4.07,5.25,0.0,14.09
2018,11,24,15,97.77,3.13,5.92,0.0,12.67
2018,11,24,16,97.77,3.08,5.98,0.0,9.62
2018,11,24,17,97.78,3.17,5.8,0.0,8.58
2018,11,24,18,97.79,3.09,5.86,0.0,8.49
2018,11,24,19,97.81,3.1,5.86,0.0,8.29
2018,11,24,20,97.81,3.13,5.74,0.0,7.88
2018,11,24,21,97.79,3.18,5.49,0.0,7.19
2018,11,24,22,97.74,3.29,5.25,0.0,6.56
2018,11,24,23,97.68,3.52,5.19,0.0,6.12
2018,11,25,0,97.62,3.71,5.19,0.0,5.85
2018,11,25,1,97.56,3.72,5.19,0.0,5.55
2018,11,25,2,97.48,3.7,5.25,0.0,5.17
2018,11,25,3,97.42,3.68,5.25,0.0,4.86
2018,11,25,4,97.36,3.57,5.19,0.0,4.66
2018,11,25,5,97.33,3.58,5.13,0.02,4.64
2018,11,25,6,97.31,3.65,5.07,0.1,4.86
2018,11,25,7,97.27,3.35,5.19,0.03,5.71
2018,11,25,8,97.24,3.75,5.86,0.04,9.07
2018,11,25,9,97.23,4.99,6.16,0.1,10.47
2018,11,25,10,97.21,5.67,6.53,0.04,10.96
2018,11,25,11,97.14,6.67,6.77,0.0,12.05
2018,11,25,12,97.05,7.2,6.65,0.0,12.86
2018,11,25,13,97.0,7.32,6.29,0.0,13.23
2018,11,25,14,97.0,7.24,5.98,0.0,13.4
2018,11,25,15,97.03,6.07,5.98,0.0,12.58
2018,11,25,16,97.08,4.68,5.86,0.0,9.4
2018,11,25,17,97.14,4.52,5.62,0.0,7.62
2018,11,25,18,97.16,4.12,5.43,0.0,6.59
2018,11,25,19,97.17,3.49,5.37,0.0,6.33
2018,11,25,20,97.18,2.87,5.43,0.0,6.44
2018,11,25,21,97.17,2.6,5.43,0.0,6.41
2018,11,25,22,97.12,2.49,5.25,0.0,5.94
2018,11,25,23,97.06,2.19,5.43,0.0,6.55
2018,11,26,0,97.03,1.89,5.37,0.03,7.01
2018,11,26,1,96.98,1.61,5.25,0.08,7.48
2018,11,26,2,96.9,1.5,5.25,0.04,7.61
2018,11,26,3,96.78,1.2,5.07,0.1,7.43
2018,11,26,4,96.71,1.24,5.19,0.36,7.05
2018,11,26,5,96.68,1.73,5.49,0.77,6.7
2018,11,26,6,96.68,2.71,5.62,1.04,6.45
2018,11,26,7,96.73,4.17,5.55,0.58,6.37
2018,11,26,8,96.79,4.95,5.49,0.11,7.02
2018,11,26,9,96.85,4.35,5.55,0.02,8.65
2018,11,26,10,96.98,3.51,5.62,0.0,10.97
2018,11,26,11,97.06,3.63,5.43,0.0,12.48
2018,11,26,12,97.1,4.75,5.25,0.0,13.62
2018,11,26,13,97.12,5.34,5.13,0.0,14.44
2018,11,26,14,97.17,5.15,5.07,0.0,14.62
2018,11,26,15,97.26,3.97,5.68,0.0,13.3
2018,11,26,16,97.38,4.35,5.62,0.0,10.3
2018,11,26,17,97.53,5.03,5.31,0.0,8.98
2018,11,26,18,97.66,5.18,5.19,0.0,8.02
2018,11,26,19,97.76,5.2,5.07,0.0,7.19
2018,11,26,20,97.84,5.17,5.0,0.0,6.52
2018,11,26,21,97.9,5.21,4.88,0.0,5.98
2018,11,26,22,97.93,5.14,4.82,0.0,5.48
2018,11,26,23,97.95,5.06,4.76,0.0,4.98
2018,11,27,0,97.98,5.29,4.64,0.0,4.54
2018,11,27,1,98.03,5.51,4.58,0.0,4.16
2018,11,27,2,98.09,5.91,4.52,0.0,3.95
2018,11,27,3,98.13,6.21,4.39,0.0,3.94
2018,11,27,4,98.06,4.72,4.27,0.0,3.19
2018,11,27,5,98.06,4.25,4.21,0.0,2.92
2018,11,27,6,98.12,4.21,4.27,0.0,2.87
2018,11,27,7,98.2,4.1,4.39,0.0,3.26
2018,11,27,8,98.31,4.25,4.76,0.0,6.3
2018,11,27,9,98.39,4.7,4.58,0.0,8.63
2018,11,27,10,98.41,4.7,4.52,0.0,11.27
2018,11,27,11,98.35,4.41,4.46,0.0,13.5
2018,11,27,12,98.28,3.81,4.46,0.0,14.94
2018,11,27,13,98.26,3.54,4.46,0.0,15.73
2018,11,27,14,98.26,3.18,4.82,0.0,15.72
2018,11,27,15,98.26,2.36,6.41,0.0,13.73
2018,11,27,16,98.3,2.81,5.62,0.0,10.84
2018,11,27,17,98.34,3.04,5.49,0.0,9.6
2018,11,27,18,98.39,3.13,5.62,0.0,9.1
2018,11,27,19,98.43,3.07,5.49,0.0,8.35
2018,11,27,20,98.45,2.89,5.31,0.0,7.7
2018,11,27,21,98.47,2.68,5.19,0.0,7.33
2018,11,27,22,98.47,2.24,5.07,0.0,7.49
2018,11,27,23,98.5,1.71,4.88,0.0,8.02
2018,11,28,0,98.53,1.22,4.88,0.0,8.14
2018,11,28,1,98.56,1.0,4.94,0.0,8.19
2018,11,28,2,98.58,0.88,5.0,0.0,8.47
2018,11,28,3,98.54,0.84,5.0,0.0,8.35
2018,11,28,4,98.52,0.92,5.07,0.0,8.14
2018,11,28,5,98.53,0.82,5.13,0.0,8.18
2018,11,28,6,98.57,0.58,5.07,0.0,8.2
2018,11,28,7,98.6,0.4,5.0,0.0,8.31
2018,11,28,8,98.63,0.45,5.31,0.0,9.48
2018,11,28,9,98.67,0.92,5.25,0.0,11.3
2018,11,28,10,98.68,1.53,5.55,0.0,13.25
2018,11,28,11,98.64,1.74,5.49,0.0,14.36
2018,11,28,12,98.59,1.83,5.25,0.0,15.23
2018,11,28,13,98.54,1.85,4.94,0.0,15.66
2018,11,28,14,98.51,1.82,4.88,0.0,15.48
2018,11,28,15,98.51,1.31,6.04,0.0,13.98
2018,11,28,16,98.52,1.47,5.37,0.0,12.08
2018,11,28,17,98.55,1.16,5.07,0.0,12.02
2018,11,28,18,98.59,0.65,4.82,0.0,12.14
2018,11,28,19,98.62,0.06,4.58,0.0,12.08
2018,11,28,20,98.62,0.45,4.58,0.0,11.73
2018,11,28,21,98.63,0.73,4.7,0.0,10.97
2018,11,28,22,98.62,0.98,4.76,0.0,10.32
2018,11,28,23,98.61,1.2,4.88,0.0,9.96
2018,11,29,0,98.59,1.31,5.13,0.0,9.52
2018,11,29,1,98.58,1.39,5.43,0.0,9.17
2018,11,29,2,98.58,1.45,5.8,0.0,8.82
2018,11,29,3,98.56,1.52,6.04,0.0,8.41
2018,11,29,4,98.53,1.53,6.29,0.0,8.08
2018,11,29,5,98.52,1.29,6.53,0.0,7.96
2018,11,29,6,98.55,0.78,6.53,0.0,7.61
2018,11,29,7,98.59,0.71,6.41,0.0,7.8
2018,11,29,8,98.61,1.0,6.35,0.0,9.12
2018,11,29,9,98.61,1.04,6.29,0.0,10.73
2018,11,29,10,98.6,1.08,6.16,0.0,12.59
2018,11,29,11,98.54,2.81,6.1,0.0,14.05
2018,11,29,12,98.45,3.38,6.23,0.0,14.51
2018,11,29,13,98.36,3.6,6.35,0.0,14.62
2018,11,29,14,98.28,3.48,6.59,0.0,14.23
2018,11,29,15,98.24,2.38,7.32,0.0,12.63
2018,11,29,16,98.22,2.4,6.9,0.0,10.8
2018,11,29,17,98.2,2.15,6.84,0.0,10.55
2018,11,29,18,98.2,2.07,7.02,0.01,10.34
2018,11,29,19,98.21,2.05,7.2,0.03,10.07
2018,11,29,20,98.21,1.79,7.39,0.08,10.58
2018,11,29,21,98.19,1.19,7.39,0.15,11.01
2018,11,29,22,98.15,0.95,7.32,0.17,10.75
2018,11,29,23,98.1,0.93,7.2,0.1,10.64
2018,11,30,0,98.03,1.08,7.02,0.06,10.63
2018,11,30,1,97.98,1.47,6.84,0.03,10.37
2018,11,30,2,97.94,2.06,6.53,0.02,9.76
2018,11,30,3,97.9,2.75,6.1,0.03,8.84
2018,11,30,4,97.86,3.35,5.74,0.09,8.22
2018,11,30,5,97.84,3.76,5.37,0.12,7.76
2018,11,30,6,97.85,3.83,5.25,0.03,7.64
2018,11,30,7,97.86,3.47,5.19,0.0,7.73
2018,11,30,8,97.88,3.17,5.8,0.0,9.6
2018,11,30,9,97.92,3.28,5.37,0.0,10.89
2018,11,30,10,97.93,2.47,5.31,0.0,12.85
2018,11,30,11,97.92,1.52,5.07,0.0,14.8
2018,11,30,12,97.92,0.88,4.88,0.0,15.68
2018,11,30,13,97.95,0.33,4.82,0.01,16.01
2018,11,30,14,98.01,0.9,4.88,0.0,15.83
2018,11,30,15,98.08,1.6,6.41,0.0,14.29
2018,11,30,16,98.13,2.55,5.98,0.0,11.41
2018,11,30,17,98.19,2.73,5.74,0.0,10.34
2018,11,30,18,98.23,2.73,5.55,0.0,9.71
2018,11,30,19,98.28,3.16,5.49,0.0,8.56
2018,11,30,20,98.32,3.6,5.43,0.0,7.73
2018,11,30,21,98.33,3.8,5.31,0.0,7.26
2018,11,30,22,98.33,3.78,5.25,0.0,7.12
2018,11,30,23,98.37,3.9,5.19,0.0,6.62
2018,12,1,0,98.4,3.91,5.13,0.0,6.38
2018,12,1,1,98.42,3.84,5.13,0.0,6.09
2018,12,1,2,98.41,3.69,5.07,0.0,5.96
2018,12,1,3,98.38,3.58,5.0,0.0,5.74
2018,12,1,4,98.35,3.39,4.88,0.0,5.54
2018,12,1,5,98.32,2.98,4.82,0.0,5.68
2018,12,1,6,98.33,2.55,4.82,0.0,5.86
2018,12,1,7,98.39,2.26,4.7,0.0,6.32
2018,12,1,8,98.48,1.81,5.25,0.0,8.04
2018,12,1,9,98.54,1.43,4.76,0.0,10.12
2018,12,1,10,98.53,0.71,4.46,0.0,12.35
2018,12,1,11,98.46,1.54,4.52,0.0,13.32
2018,12,1,12,98.4,1.75,4.52,0.0,13.81
2018,12,1,13,98.34,1.94,4.52,0.0,13.87
2018,12,1,14,98.31,2.09,4.64,0.0,13.61
2018,12,1,15,98.32,1.62,5.68,0.0,12.42
2018,12,1,16,98.34,1.83,5.49,0.0,10.0
2018,12,1,17,98.38,1.91,5.25,0.0,9.37
2018,12,1,18,98.45,2.08,5.25,0.0,9.01
2018,12,1,19,98.48,2.08,5.25,0.0,8.61
2018,12,1,20,98.49,2.15,5.25,0.0,8.12
2018,12,1,21,98.48,2.4,5.19,0.0,7.55
2018,12,1,22,98.45,2.6,5.19,0.0,7.04
2018,12,1,23,98.45,2.89,5.19,0.0,6.51
2018,12,2,0,98.43,3.08,5.19,0.0,6.34
2018,12,2,1,98.39,2.9,5.25,0.0,6.44
2018,12,2,2,98.4,3.14,5.37,0.0,6.53
2018,12,2,3,98.39,3.0,5.55,0.0,7.03
2018,12,2,4,98.36,2.45,5.55,0.0,7.68
2018,12,2,5,98.33,2.16,5.62,0.0,7.9
2018,12,2,6,98.37,2.48,5.68,0.0,7.58
2018,12,2,7,98.41,2.54,5.74,0.0,7.87
2018,12,2,8,98.46,2.4,6.47,0.0,10.3
2018,12,2,9,98.48,2.5,6.29,0.0,12.81
2018,12,2,10,98.49,2.67,6.47,0.0,14.73
2018,12,2,11,98.44,3.01,6.65,0.0,15.94
2018,12,2,12,98.39,3.64,6.77,0.0,16.5
2018,12,2,13,98.34,4.21,6.9,0.0,16.52
2018,12,2,14,98.32,4.36,6.96,0.0,16.04
2018,12,2,15,98.31,3.38,7.39,0.0,14.6
2018,12,2,16,98.31,3.26,7.2,0.0,11.72
2018,12,2,17,98.34,3.39,7.02,0.0,10.66
2018,12,2,18,98.38,3.4,6.96,0.0,10.12
2018,12,2,19,98.42,3.44,6.96,0.0,9.58
2018,12,2,20,98.45,3.5,7.02,0.0,9.12
2018,12,2,21,98.45,3.59,7.02,0.0,8.71
2018,12,2,22,98.41,3.6,7.02,0.0,8.32
2018,12,2,23,98.36,3.7,6.96,0.0,7.94
2018,12,3,0,98.31,3.93,6.84,0.0,7.62
2018,12,3,1,98.28,4.17,6.71,0.0,7.4
2018,12,3,2,98.25,4.31,6.65,0.0,7.4
2018,12,3,3,98.22,4.22,6.65,0.0,7.64
2018,12,3,4,98.21,3.9,6.59,0.0,8.04
2018,12,3,5,98.23,3.72,6.53,0.0,8.4
2018,12,3,6,98.27,3.52,6.47,0.0,8.69
2018,12,3,7,98.31,3.09,6.47,0.0,9.43
2018,12,3,8,98.39,2.46,7.32,0.0,12.19
2018,12,3,9,98.43,1.59,7.32,0.0,15.23
2018,12,3,10,98.44,0.47,7.02,0.0,16.69
2018,12,3,11,98.39,1.07,7.02,0.0,17.65
2018,12,3,12,98.32,1.78,7.2,0.0,18.13
2018,12,3,13,98.3,2.47,7.51,0.0,18.14
2018,12,3,14,98.28,2.85,7.63,0.0,17.83
2018,12,3,15,98.29,2.27,8.54,0.0,16.21
2018,12,3,16,98.33,2.89,7.87,0.0,13.32
2018,12,3,17,98.37,3.17,7.57,0.0,12.3
2018,12,3,18,98.42,3.42,7.45,0.0,11.44
2018,12,3,19,98.46,3.57,7.32,0.0,10.74
2018,12,3,20,98.47,3.7,7.32,0.0,10.34
2018,12,3,21,98.48,3.77,7.26,0.0,10.19
2018,12,3,22,98.48,3.68,7.26,0.0,10.12
2018,12,3,23,98.49,3.45,7.2,0.0,10.08
2018,12,4,0,98.51,3.24,7.14,0.0,10.09
2018,12,4,1,98.54,3.15,7.08,0.0,10.06
2018,12,4,2,98.58,3.23,6.96,0.0,9.9
2018,12,4,3,98.6,3.35,6.9,0.0,9.71
2018,12,4,4,98.61,3.48,6.9,0.0,9.7
2018,12,4,5,98.64,3.48,6.96,0.0,9.82
2018,12,4,6,98.7,3.29,6.96,0.0,9.82
2018,12,4,7,98.75,2.96,6.9,0.0,10.19
2018,12,4,8,98.81,2.34,7.63,0.0,12.67
2018,12,4,9,98.86,1.88,7.39,0.0,15.23
2018,12,4,10,98.88,1.74,7.69,0.0,16.83
2018,12,4,11,98.86,2.1,7.87,0.0,17.58
2018,12,4,12,98.81,2.29,8.06,0.0,17.91
2018,12,4,13,98.75,2.54,8.18,0.0,17.81
2018,12,4,14,98.73,2.81,8.36,0.0,17.32
2018,12,4,15,98.71,2.27,8.97,0.0,15.83
2018,12,4,16,98.73,2.32,8.79,0.0,12.87
2018,12,4,17,98.76,2.03,8.85,0.0,12.01
2018,12,4,18,98.81,1.41,8.97,0.0,12.07
2018,12,4,19,98.85,0.89,8.97,0.0,12.39
2018,12,4,20,98.87,0.84,8.91,0.0,12.15
2018,12,4,21,98.89,0.84,8.73,0.0,11.88
2018,12,4,22,98.89,0.89,8.54,0.0,11.55
2018,12,4,23,98.89,1.07,8.36,0.0,10.94
2018,12,5,0,98.87,1.36,8.18,0.0,10.78
2018,12,5,1,98.85,1.7,8.0,0.0,10.31
2018,12,5,2,98.84,2.07,7.81,0.0,9.83
2018,12,5,3,98.81,2.36,7.69,0.0,9.37
2018,12,5,4,98.79,2.56,7.51,0.0,9.05
2018,12,5,5,98.79,2.67,7.32,0.0,8.99
2018,12,5,6,98.8,2.59,7.14,0.0,9.29
2018,12,5,7,98.81,2.41,6.96,0.0,9.97
2018,12,5,8,98.84,1.98,7.57,0.0,12.3
2018,12,5,9,98.87,1.97,7.57,0.0,15.23
2018,12,5,10,98.88,2.73,7.75,0.0,16.99
2018,12,5,11,98.83,3.57,8.12,0.0,18.18
2018,12,5,12,98.77,3.81,8.42,0.0,18.79
2018,12,5,13,98.71,3.82,8.61,0.0,18.85
2018,12,5,14,98.68,3.61,8.73,0.0,18.38
2018,12,5,15,98.66,2.52,9.34,0.0,16.4
2018,12,5,16,98.65,3.02,8.48,0.0,13.45
2018,12,5,17,98.66,3.21,8.18,0.0,12.45
2018,12,5,18,98.68,3.26,8.12,0.0,11.78
2018,12,5,19,98.7,3.29,8.06,0.0,11.22
2018,12,5,20,98.71,3.41,7.93,0.0,10.85
2018,12,5,21,98.71,3.61,7.75,0.0,10.41
2018,12,5,22,98.72,3.77,7.45,0.0,10.05
2018,12,5,23,98.74,3.62,7.02,0.0,9.73
2018,12,6,0,98.74,3.05,6.65,0.0,10.05
2018,12,6,1,98.73,2.62,6.53,0.0,10.12
2018,12,6,2,98.75,2.82,6.53,0.0,9.4
2018,12,6,3,98.79,2.86,6.59,0.0,9.26
2018,12,6,4,98.84,2.34,6.77,0.0,10.01
2018,12,6,5,98.9,1.79,6.96,0.0,10.71
2018,12,6,6,98.98,1.32,7.2,0.0,11.27
2018,12,6,7,99.05,0.33,7.63,0.0,11.08
2018,12,6,8,99.09,0.87,8.12,0.0,11.98
2018,12,6,9,99.11,2.32,8.06,0.0,13.96
2018,12,6,10,99.12,3.08,7.75,0.0,15.26
2018,12,6,11,99.08,3.34,7.45,0.0,16.4
2018,12,6,12,99.01,3.25,7.08,0.0,17.21
2018,12,6,13,98.96,3.04,6.9,0.0,17.58
2018,12,6,14,98.92,2.76,7.02,0.0,17.4
2018,12,6,15,98.91,1.97,8.18,0.0,15.64
2018,12,6,16,98.93,2.27,7.02,0.0,13.19
2018,12,6,17,98.97,1.99,6.47,0.0,12.9
2018,12,6,18,99.02,1.18,6.35,0.0,13.05
2018,12,6,19,99.05,0.95,6.41,0.0,12.43
2018,12,6,20,99.08,1.73,6.59,0.0,10.91
2018,12,6,21,99.09,2.22,7.02,0.0,9.87
2018,12,6,22,99.09,2.26,7.39,0.0,9.46
2018,12,6,23,99.06,2.0,7.51,0.0,9.42
2018,12,7,0,99.03,1.58,7.51,0.0,9.54
2018,12,7,1,99.0,1.09,7.51,0.0,9.77
2018,12,7,2,98.97,0.59,7.57,0.0,10.22
2018,12,7,3,98.95,0.04,7.63,0.0,10.49
2018,12,7,4,98.92,0.51,7.51,0.0,10.04
2018,12,7,5,98.9,0.96,7.26,0.0,9.58
2018,12,7,6,98.89,1.13,7.02,0.0,9.25
2018,12,7,7,98.88,1.08,6.71,0.0,8.8
2018,12,7,8,98.88,0.85,6.71,0.0,10.31
2018,12,7,9,98.87,0.95,6.41,0.0,11.76
2018,12,7,10,98.85,1.73,6.29,0.0,13.37
2018,12,7,11,98.78,2.46,5.98,0.0,14.34
2018,12,7,12,98.67,3.11,5.68,0.0,14.97
2018,12,7,13,98.58,3.48,5.43,0.0,15.19
2018,12,7,14,98.54,4.2,5.43,0.0,14.64
2018,12,7,15,98.54,4.13,5.8,0.0,12.82
2018,12,7,16,98.59,4.2,5.92,0.0,9.71
2018,12,7,17,98.64,5.0,5.92,0.0,8.7
2018,12,7,18,98.69,4.79,5.92,0.0,8.11
2018,12,7,19,98.71,4.09,5.98,0.0,7.58
2018,12,7,20,98.71,3.85,5.98,0.0,7.16
2018,12,7,21,98.71,3.92,5.92,0.0,6.85
2018,12,7,22,98.7,3.94,5.8,0.0,6.6
2018,12,7,23,98.73,4.22,5.62,0.0,6.55
2018,12,8,0,98.75,4.38,5.43,0.0,6.57
2018,12,8,1,98.8,4.21,5.25,0.0,6.53
2018,12,8,2,98.85,3.62,5.07,0.0,6.85
2018,12,8,3,98.86,2.9,5.0,0.0,7.39
2018,12,8,4,98.87,2.6,4.82,0.0,7.34
2018,12,8,5,98.91,2.52,4.64,0.0,6.73
2018,12,8,6,98.97,2.67,4.58,0.0,5.8
2018,12,8,7,99.02,2.89,4.52,0.0,5.26
2018,12,8,8,99.08,2.8,5.07,0.0,7.58
2018,12,8,9,99.13,3.41,4.7,0.0,9.86
2018,12,8,10,99.14,2.99,4.76,0.0,11.99
2018,12,8,11,99.1,3.07,4.7,0.0,13.7
2018,12,8,12,99.02,3.29,4.82,0.0,14.31
2018,12,8,13,98.98,3.56,5.0,0.0,14.56
2018,12,8,14,98.96,3.65,5.25,0.0,14.32
2018,12,8,15,98.96,2.76,6.1,0.0,12.64
2018,12,8,16,98.98,3.17,5.8,0.0,9.58
2018,12,8,17,99.0,3.4,5.68,0.0,8.6
2018,12,8,18,99.01,3.49,5.74,0.0,8.08
2018,12,8,19,99.01,3.58,5.74,0.0,7.59
